hostname	publicSuffix	source	line
edgesuite.net	edgesuite.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1273092
editorx.io	editorx.io	C:\Users\PC\Downloads\top100110millionurls\01.txt	1273469
edu.ru	edu.ru	C:\Users\PC\Downloads\top100110millionurls\01.txt	1273883
edugit.io	edugit.io	C:\Users\PC\Downloads\top100110millionurls\01.txt	1274269
eek.jp	eek.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1274728
eero.online	eero.online	C:\Users\PC\Downloads\top100110millionurls\01.txt	1274809
ehime.jp	ehime.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1276252
elasticbeanstalk.com	elasticbeanstalk.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1277691
elblag.pl	elblag.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1277793
elementor.cloud	elementor.cloud	C:\Users\PC\Downloads\top100110millionurls\01.txt	1280500
elementor.cool	elementor.cool	C:\Users\PC\Downloads\top100110millionurls\01.txt	1280502
elk.pl	elk.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1281484
emilia-romagna.it	emilia-romagna.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1284118
emp.br	emp.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1284587
emr.it	emr.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1285048
en.it	en.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1285352
encoreapi.com	encoreapi.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1285664
encr.app	encr.app	C:\Users\PC\Downloads\top100110millionurls\01.txt	1285684
endofinternet.net	endofinternet.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1285882
endofinternet.org	endofinternet.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1285883
endoftheinternet.org	endoftheinternet.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1285888
eng.br	eng.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1286569
ens.tn	ens.tn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1287678
enscaled.sg	enscaled.sg	C:\Users\PC\Downloads\top100110millionurls\01.txt	1287700
enterprisecloud.nu	enterprisecloud.nu	C:\Users\PC\Downloads\top100110millionurls\01.txt	1288008
es.gov.br	es.gov.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1291763
es.kr	es.kr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1291766
esp.br	esp.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1293006
etc.br	etc.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1294316
eti.br	eti.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1294810
eu.com	eu.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1295349
eu.org	eu.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1295352
eun.eg	eun.eg	C:\Users\PC\Downloads\top100110millionurls\01.txt	1295578
eurodir.ru	eurodir.ru	C:\Users\PC\Downloads\top100110millionurls\01.txt	1295938
exnet.su	exnet.su	C:\Users\PC\Downloads\top100110millionurls\01.txt	1300146
experts-comptables.fr	experts-comptables.fr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1300801
f5.si	f5.si	C:\Users\PC\Downloads\top100110millionurls\01.txt	1303204
familyds.com	familyds.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1305683
familyds.net	familyds.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1305684
familyds.org	familyds.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1305685
fantasyleague.cc	fantasyleague.cc	C:\Users\PC\Downloads\top100110millionurls\01.txt	1306525
far.br	far.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1306845
fashionstore.jp	fashionstore.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1307847
fastly-edge.com	fastly-edge.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1308480
fastly-terrarium.com	fastly-terrarium.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1308483
fastlylb.net	fastlylb.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1308489
fastvps-server.com	fastvps-server.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1308790
fbxos.fr	fbxos.fr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1309918
fc.it	fc.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1309962
fe.it	fe.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1310622
fedorainfracloud.org	fedorainfracloud.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1310988
fedorapeople.org	fedorapeople.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1310990
feira.br	feira.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1311528
fem.jp	fem.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1311809
feste-ip.net	feste-ip.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1312610
fg.it	fg.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1313329
fh-muenster.io	fh-muenster.io	C:\Users\PC\Downloads\top100110millionurls\01.txt	1313504
fhs.no	fhs.no	C:\Users\PC\Downloads\top100110millionurls\01.txt	1313667
fhsk.se	fhsk.se	C:\Users\PC\Downloads\top100110millionurls\01.txt	1313674
fi.cr	fi.cr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1313713
fi.it	fi.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1313715
filegear-sg.me	filegear-sg.me	C:\Users\PC\Downloads\top100110millionurls\01.txt	1314916
filegear.me	filegear.me	C:\Users\PC\Downloads\top100110millionurls\01.txt	1314917
fin.ec	fin.ec	C:\Users\PC\Downloads\top100110millionurls\01.txt	1316239
firebaseapp.com	firebaseapp.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1318174
firenze.it	firenze.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1318379
firewall-gateway.com	firewall-gateway.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1318485
firewall-gateway.de	firewall-gateway.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1318486
firewall-gateway.net	firewall-gateway.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1318487
firewalledreplit.co	firewalledreplit.co	C:\Users\PC\Downloads\top100110millionurls\01.txt	1318496
firm.in	firm.in	C:\Users\PC\Downloads\top100110millionurls\01.txt	1318547
fj.cn	fj.cn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1320296
fl.us	fl.us	C:\Users\PC\Downloads\top100110millionurls\01.txt	1320531
flog.br	flog.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1322620
flop.jp	flop.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1322730
floripa.br	floripa.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1322963
flutterflow.app	flutterflow.app	C:\Users\PC\Downloads\top100110millionurls\01.txt	1323632
fly.dev	fly.dev	C:\Users\PC\Downloads\top100110millionurls\01.txt	1323794
fm.br	fm.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1324282
fm.it	fm.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1324287
foggia.it	foggia.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1325213
fool.jp	fool.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1326390
for-better.biz	for-better.biz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1326811
for-more.biz	for-more.biz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1326818
for-our.info	for-our.info	C:\Users\PC\Downloads\top100110millionurls\01.txt	1326819
for-the.biz	for-the.biz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1326827
forgeblocks.com	forgeblocks.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1327515
forumz.info	forumz.info	C:\Users\PC\Downloads\top100110millionurls\01.txt	1328833
fot.br	fot.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1329038
foz.br	foz.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1329927
fr.it	fr.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1330247
framer.ai	framer.ai	C:\Users\PC\Downloads\top100110millionurls\01.txt	1330483
framer.app	framer.app	C:\Users\PC\Downloads\top100110millionurls\01.txt	1330484
framer.website	framer.website	C:\Users\PC\Downloads\top100110millionurls\01.txt	1330488
framer.wiki	framer.wiki	C:\Users\PC\Downloads\top100110millionurls\01.txt	1330489
framercanvas.com	framercanvas.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1330492
freeboxos.fr	freeboxos.fr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1331703
freeddns.org	freeddns.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1331830
freeddns.us	freeddns.us	C:\Users\PC\Downloads\top100110millionurls\01.txt	1331832
freedesktop.org	freedesktop.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1331843
freemyip.com	freemyip.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1332415
freesite.host	freesite.host	C:\Users\PC\Downloads\top100110millionurls\01.txt	1332800
from-ak.com	from-ak.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337505
from-al.com	from-al.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337506
from-ar.com	from-ar.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337507
from-ca.com	from-ca.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337508
from-co.net	from-co.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337509
from-ct.com	from-ct.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337510
from-dc.com	from-dc.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337511
from-de.com	from-de.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337512
from-fl.com	from-fl.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337514
from-ga.com	from-ga.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337515
from-hi.com	from-hi.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337517
from-id.com	from-id.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337519
from-il.com	from-il.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337520
from-in.com	from-in.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337521
from-ks.com	from-ks.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337522
from-ky.com	from-ky.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337523
from-la.net	from-la.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337524
from-ma.com	from-ma.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337526
from-md.com	from-md.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337527
from-me.org	from-me.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337528
from-mi.com	from-mi.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337529
from-mt.com	from-mt.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337530
from-nc.com	from-nc.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337531
from-ne.com	from-ne.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337532
from-nh.com	from-nh.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337533
from-nj.com	from-nj.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337534
from-nm.com	from-nm.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337535
from-nv.com	from-nv.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337536
from-ny.net	from-ny.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337537
from-oh.com	from-oh.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337538
from-ok.com	from-ok.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337539
from-pa.com	from-pa.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337540
from-pr.com	from-pr.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337541
from-ri.com	from-ri.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337543
from-sc.com	from-sc.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337544
from-sd.com	from-sd.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337545
from-tn.com	from-tn.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337547
from-tx.com	from-tx.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337548
from-ut.com	from-ut.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337552
from-va.com	from-va.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337553
from-vt.com	from-vt.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337554
from-wa.com	from-wa.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337555
from-wi.com	from-wi.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337556
from.hr	from.hr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337557
from.tv	from.tv	C:\Users\PC\Downloads\top100110millionurls\01.txt	1337560
fst.br	fst.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1338575
ftpaccess.cc	ftpaccess.cc	C:\Users\PC\Downloads\top100110millionurls\01.txt	1338842
fuettertdasnetz.de	fuettertdasnetz.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1339314
fukui.jp	fukui.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1339510
fukuoka.jp	fukuoka.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1339517
fukushima.jp	fukushima.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1339524
futuremailing.at	futuremailing.at	C:\Users\PC\Downloads\top100110millionurls\01.txt	1341715
fvg.it	fvg.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1341983
g12.br	g12.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1342923
ga.us	ga.us	C:\Users\PC\Downloads\top100110millionurls\01.txt	1343302
gadget.app	gadget.app	C:\Users\PC\Downloads\top100110millionurls\01.txt	1343561
game-host.org	game-host.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1345131
game-server.cc	game-server.cc	C:\Users\PC\Downloads\top100110millionurls\01.txt	1345170
game.tw	game.tw	C:\Users\PC\Downloads\top100110millionurls\01.txt	1345211
gb.net	gb.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1349381
gc.ca	gc.ca	C:\Users\PC\Downloads\top100110millionurls\01.txt	1349727
gd.cn	gd.cn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1350080
gda.pl	gda.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1350110
gdansk.pl	gdansk.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1350120
gdynia.pl	gdynia.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1350488
ge.it	ge.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1350545
geek.nz	geek.nz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1350879
geekgalaxy.com	geekgalaxy.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1350931
gen.in	gen.in	C:\Users\PC\Downloads\top100110millionurls\01.txt	1351725
gen.nz	gen.nz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1351726
gen.tr	gen.tr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1351727
genova.it	genova.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1352444
gentapps.com	gentapps.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1352525
georgia.su	georgia.su	C:\Users\PC\Downloads\top100110millionurls\01.txt	1353090
getmyip.com	getmyip.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1355012
gets-it.net	gets-it.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1355330
ggff.net	ggff.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1356821
gifu.jp	gifu.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1358166
giize.com	giize.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1358511
girly.jp	girly.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1359234
git-repos.de	git-repos.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1359384
gitapp.si	gitapp.si	C:\Users\PC\Downloads\top100110millionurls\01.txt	1359404
gitbook.io	gitbook.io	C:\Users\PC\Downloads\top100110millionurls\01.txt	1359416
github.io	github.io	C:\Users\PC\Downloads\top100110millionurls\01.txt	1359478
githubpreview.dev	githubpreview.dev	C:\Users\PC\Downloads\top100110millionurls\01.txt	1359507
githubusercontent.com	githubusercontent.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1359515
gitlab.io	gitlab.io	C:\Users\PC\Downloads\top100110millionurls\01.txt	1359542
gitpage.si	gitpage.si	C:\Users\PC\Downloads\top100110millionurls\01.txt	1359568
gkp.pk	gkp.pk	C:\Users\PC\Downloads\top100110millionurls\01.txt	1360020
gleeze.com	gleeze.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1360645
gliwice.pl	gliwice.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1360893
glogow.pl	glogow.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1362115
gmina.pl	gmina.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1362925
gniezno.pl	gniezno.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1363472
go.cr	go.cr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1363948
go.gov.br	go.gov.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1363950
go.id	go.id	C:\Users\PC\Downloads\top100110millionurls\01.txt	1363953
go.it	go.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1363954
go.jp	go.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1363955
go.ke	go.ke	C:\Users\PC\Downloads\top100110millionurls\01.txt	1363956
go.kr	go.kr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1363957
go.th	go.th	C:\Users\PC\Downloads\top100110millionurls\01.txt	1363967
go.tz	go.tz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1363968
go.ug	go.ug	C:\Users\PC\Downloads\top100110millionurls\01.txt	1363969
goiania.br	goiania.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1365675
goip.de	goip.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1365759
gok.pk	gok.pk	C:\Users\PC\Downloads\top100110millionurls\01.txt	1365809
golffan.us	golffan.us	C:\Users\PC\Downloads\top100110millionurls\01.txt	1367274
googleapis.com	googleapis.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1368954
googlecode.com	googlecode.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1368994
gop.pk	gop.pk	C:\Users\PC\Downloads\top100110millionurls\01.txt	1369319
gorizia.it	gorizia.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1369736
gorlice.pl	gorlice.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1369751
gos.pk	gos.pk	C:\Users\PC\Downloads\top100110millionurls\01.txt	1369858
gotdns.ch	gotdns.ch	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370262
gotdns.com	gotdns.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370263
gotdns.org	gotdns.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370264
goupile.fr	goupile.fr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370654
gouv.ci	gouv.ci	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370705
gouv.fr	gouv.fr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370707
gouv.ht	gouv.ht	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370709
gouv.ml	gouv.ml	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370711
gouv.sn	gouv.sn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370714
gov.br	gov.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370748
gov.il	gov.il	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370751
gov.kz	gov.kz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370753
gov.pl	gov.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370756
gov.ru	gov.ru	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370758
gov.sg	gov.sg	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370759
gov.tw	gov.tw	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370761
gov.uk	gov.uk	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370762
govt.nz	govt.nz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1370968
gr.com	gr.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1371817
gr.it	gr.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1371818
gr.jp	gr.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1371819
grafana-dev.net	grafana-dev.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1372108
grajewo.pl	grajewo.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1372243
greater.jp	greater.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1373654
greta.fr	greta.fr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1374900
grosseto.it	grosseto.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1375693
grozny.ru	grozny.ru	C:\Users\PC\Downloads\top100110millionurls\01.txt	1376366
grozny.su	grozny.su	C:\Users\PC\Downloads\top100110millionurls\01.txt	1376367
gru.br	gru.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1376437
gs.cn	gs.cn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1377192
gsj.bz	gsj.bz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1377434
gsm.pl	gsm.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1377493
gub.uy	gub.uy	C:\Users\PC\Downloads\top100110millionurls\01.txt	1378648
gunma.jp	gunma.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1379630
gv.ao	gv.ao	C:\Users\PC\Downloads\top100110millionurls\01.txt	1380180
gv.at	gv.at	C:\Users\PC\Downloads\top100110millionurls\01.txt	1380181
gv.vc	gv.vc	C:\Users\PC\Downloads\top100110millionurls\01.txt	1380185
gx.cn	gx.cn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1380526
gz.cn	gz.cn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1380959
ha.cn	ha.cn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1381573
hacca.jp	hacca.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1381858
hackclub.app	hackclub.app	C:\Users\PC\Downloads\top100110millionurls\01.txt	1381935
halfmoon.jp	halfmoon.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1383004
ham-radio-op.net	ham-radio-op.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1383336
handcrafted.jp	handcrafted.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1383867
hanoi.vn	hanoi.vn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1384305
hasura.app	hasura.app	C:\Users\PC\Downloads\top100110millionurls\01.txt	1386333
hateblo.jp	hateblo.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1386394
hatenablog.com	hatenablog.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1386409
hatenablog.jp	hatenablog.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1386410
hatenadiary.com	hatenadiary.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1386412
hatenadiary.jp	hatenadiary.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1386413
hatenadiary.org	hatenadiary.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1386414
hb.cn	hb.cn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1387223
he.cn	he.cn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1389214
health.nz	health.nz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1389465
heavy.jp	heavy.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1390512
helioho.st	helioho.st	C:\Users\PC\Downloads\top100110millionurls\01.txt	1391263
heliohost.us	heliohost.us	C:\Users\PC\Downloads\top100110millionurls\01.txt	1391265
hepforge.org	hepforge.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1393112
her.jp	her.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1393159
here-for-more.info	here-for-more.info	C:\Users\PC\Downloads\top100110millionurls\01.txt	1393335
herokuapp.com	herokuapp.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1393656
heteml.net	heteml.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1393994
hf.space	hf.space	C:\Users\PC\Downloads\top100110millionurls\01.txt	1394555
hi.cn	hi.cn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1395221
hi.us	hi.us	C:\Users\PC\Downloads\top100110millionurls\01.txt	1395236
hicam.net	hicam.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1395392
hiho.jp	hiho.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1396301
hippy.jp	hippy.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1397271
hiroshima.jp	hiroshima.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1397461
hk.cn	hk.cn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1398512
hk.com	hk.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1398513
hl.cn	hl.cn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1398857
hluttaw.mm	hluttaw.mm	C:\Users\PC\Downloads\top100110millionurls\01.txt	1399253
hlx.live	hlx.live	C:\Users\PC\Downloads\top100110millionurls\01.txt	1399270
hlx.page	hlx.page	C:\Users\PC\Downloads\top100110millionurls\01.txt	1399271
hn.cn	hn.cn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1399577
hobby-site.com	hobby-site.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1400017
hobby-site.org	hobby-site.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1400018
hokkaido.jp	hokkaido.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1400609
holy.jp	holy.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1401199
home-webserver.de	home-webserver.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1401380
home64.de	home64.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1401435
homedns.org	homedns.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1401659
homeftp.net	homeftp.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1401702
homeftp.org	homeftp.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1401703
homeip.net	homeip.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1401779
homelinux.com	homelinux.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1401821
homelinux.net	homelinux.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1401822
homelinux.org	homelinux.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1401823
homesecuritymac.com	homesecuritymac.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1402059
homesecuritypc.com	homesecuritypc.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1402060
homesklep.pl	homesklep.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1402102
homeunix.com	homeunix.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1402243
homeunix.net	homeunix.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1402244
homeunix.org	homeunix.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1402245
hoplix.shop	hoplix.shop	C:\Users\PC\Downloads\top100110millionurls\01.txt	1403296
