hostname	publicSuffix	source	line
blogdns.net	blogdns.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1132195
blogdns.org	blogdns.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1132196
blogsite.org	blogsite.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1132452
blogspot.com	blogspot.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1132485
blogsyte.com	blogsyte.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1132552
bluebite.io	bluebite.io	C:\Users\PC\Downloads\top100110millionurls\01.txt	1133264
bmoattachments.org	bmoattachments.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1134588
bn.it	bn.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1134997
bnr.la	bnr.la	C:\Users\PC\Downloads\top100110millionurls\01.txt	1135333
bo.it	bo.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1135426
boldlygoingnowhere.org	boldlygoingnowhere.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1136916
boleslawiec.pl	boleslawiec.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1136975
bolivia.bo	bolivia.bo	C:\Users\PC\Downloads\top100110millionurls\01.txt	1137041
bologna.it	bologna.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1137141
bolt.hu	bolt.hu	C:\Users\PC\Downloads\top100110millionurls\01.txt	1137194
bolzano.it	bolzano.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1137268
bona.jp	bona.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1137417
boo.jp	boo.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1138331
boomla.net	boomla.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1139964
bounceme.net	bounceme.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1141614
boutir.com	boutir.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1141817
box.ca	box.ca	C:\Users\PC\Downloads\top100110millionurls\01.txt	1142014
boy.jp	boy.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1142260
bplaced.com	bplaced.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1142603
bplaced.de	bplaced.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1142604
bplaced.net	bplaced.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1142605
br.com	br.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1142911
br.it	br.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1142918
brasilia.me	brasilia.me	C:\Users\PC\Downloads\top100110millionurls\01.txt	1143918
brescia.it	brescia.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1144796
broke-it.net	broke-it.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1146571
browsersafetymark.io	browsersafetymark.io	C:\Users\PC\Downloads\top100110millionurls\01.txt	1147115
bryansk.su	bryansk.su	C:\Users\PC\Downloads\top100110millionurls\01.txt	1147533
bs.it	bs.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1147638
bsb.br	bsb.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1147725
bss.design	bss.design	C:\Users\PC\Downloads\top100110millionurls\01.txt	1148092
bt.it	bt.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1148244
bubbleapps.io	bubbleapps.io	C:\Users\PC\Downloads\top100110millionurls\01.txt	1148948
builtwithdark.com	builtwithdark.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1150064
bukhara.su	bukhara.su	C:\Users\PC\Downloads\top100110millionurls\01.txt	1150111
bumbleshrimp.com	bumbleshrimp.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1150567
busan.kr	busan.kr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1151438
buyshop.jp	buyshop.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1152612
buyshouses.net	buyshouses.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1152613
bydgoszcz.pl	bydgoszcz.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1153638
bytom.pl	bytom.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1154246
bz.it	bz.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1154325
c66.me	c66.me	C:\Users\PC\Downloads\top100110millionurls\01.txt	1154913
ca.it	ca.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1155094
ca.us	ca.us	C:\Users\PC\Downloads\top100110millionurls\01.txt	1155097
cable-modem.org	cable-modem.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1155271
cafjs.com	cafjs.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1156064
cagliari.it	cagliari.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1156119
calabria.it	calabria.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1156509
caltanissetta.it	caltanissetta.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1157360
camdvr.org	camdvr.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1157720
campaign.gov.uk	campaign.gov.uk	C:\Users\PC\Downloads\top100110millionurls\01.txt	1158056
campania.it	campania.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1158110
campinas.br	campinas.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1158205
candypop.jp	candypop.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1159312
canva-apps.cn	canva-apps.cn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1159769
canva-apps.com	canva-apps.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1159770
carrd.co	carrd.co	C:\Users\PC\Downloads\top100110millionurls\01.txt	1162723
casacam.net	casacam.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1163549
caserta.it	caserta.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1163868
catania.it	catania.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1169790
catholic.edu.au	catholic.edu.au	C:\Users\PC\Downloads\top100110millionurls\01.txt	1170284
caxias.br	caxias.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1170774
cb.it	cb.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1171483
cbg.ru	cbg.ru	C:\Users\PC\Downloads\top100110millionurls\01.txt	1171694
cc.ua	cc.ua	C:\Users\PC\Downloads\top100110millionurls\01.txt	1172164
cci.fr	cci.fr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1172608
cdn77-storage.com	cdn77-storage.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1174406
ce.gov.br	ce.gov.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1175873
ce.it	ce.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1175874
cechire.com	cechire.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1175986
cf-ipfs.com	cf-ipfs.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1178807
cfolks.pl	cfolks.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1179134
ch.it	ch.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1179648
chambagri.fr	chambagri.fr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1180039
channelsdvr.net	channelsdvr.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1180672
cherkassy.ua	cherkassy.ua	C:\Users\PC\Downloads\top100110millionurls\01.txt	1183523
chernigov.ua	chernigov.ua	C:\Users\PC\Downloads\top100110millionurls\01.txt	1183536
chernivtsi.ua	chernivtsi.ua	C:\Users\PC\Downloads\top100110millionurls\01.txt	1183538
chernovtsy.ua	chernovtsy.ua	C:\Users\PC\Downloads\top100110millionurls\01.txt	1183541
chiba.jp	chiba.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1183975
chicappa.jp	chicappa.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1184048
chieti.it	chieti.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1184260
chimkent.su	chimkent.su	C:\Users\PC\Downloads\top100110millionurls\01.txt	1184606
chips.jp	chips.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1185224
chirurgiens-dentistes-en-france.fr	chirurgiens-dentistes-en-france.fr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1185307
chirurgiens-dentistes.fr	chirurgiens-dentistes.fr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1185308
chu.jp	chu.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1186561
ciao.jp	ciao.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1187030
cieszyn.pl	cieszyn.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1187349
cim.br	cim.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1187577
ciscofreak.com	ciscofreak.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1188782
ck.ua	ck.ua	C:\Users\PC\Downloads\top100110millionurls\01.txt	1190273
cl.it	cl.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1190462
clan.rip	clan.rip	C:\Users\PC\Downloads\top100110millionurls\01.txt	1190627
cleverapps.io	cleverapps.io	C:\Users\PC\Downloads\top100110millionurls\01.txt	1192301
cloud.goog	cloud.goog	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194377
cloudaccess.host	cloudaccess.host	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194473
cloudaccess.net	cloudaccess.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194475
cloudapp.net	cloudapp.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194507
cloudflare-ipfs.com	cloudflare-ipfs.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194895
cloudflare.net	cloudflare.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194904
cloudfront.net	cloudfront.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194972
cloudfunctions.net	cloudfunctions.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194978
cloudjiffy.net	cloudjiffy.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195124
cloudns.asia	cloudns.asia	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195309
cloudns.be	cloudns.be	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195310
cloudns.biz	cloudns.biz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195311
cloudns.cc	cloudns.cc	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195312
cloudns.ch	cloudns.ch	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195313
cloudns.cl	cloudns.cl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195314
cloudns.club	cloudns.club	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195315
cloudns.cx	cloudns.cx	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195317
cloudns.eu	cloudns.eu	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195318
cloudns.info	cloudns.info	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195319
cloudns.nz	cloudns.nz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195322
cloudns.org	cloudns.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195323
cloudns.ph	cloudns.ph	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195324
cloudns.pro	cloudns.pro	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195325
cloudns.pw	cloudns.pw	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195326
cloudns.us	cloudns.us	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195328
cloudsite.builders	cloudsite.builders	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195545
cloudycluster.net	cloudycluster.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195789
club.tw	club.tw	C:\Users\PC\Downloads\top100110millionurls\01.txt	1196155
cn.com	cn.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1197940
cn.in	cn.in	C:\Users\PC\Downloads\top100110millionurls\01.txt	1197945
cn.it	cn.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1197946
cn.ua	cn.ua	C:\Users\PC\Downloads\top100110millionurls\01.txt	1197951
cnt.br	cnt.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1198701
co.za	co.za	C:\Users\PC\Downloads\top100110millionurls\01.txt	1198907
codeberg.page	codeberg.page	C:\Users\PC\Downloads\top100110millionurls\01.txt	1199809
codespot.com	codespot.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1200145
collegefan.org	collegefan.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1202127
com.de	com.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1203078
com.ru	com.ru	C:\Users\PC\Downloads\top100110millionurls\01.txt	1203081
community-pro.de	community-pro.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1204324
community-pro.net	community-pro.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1204325
como.it	como.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1204439
convex.cloud	convex.cloud	C:\Users\PC\Downloads\top100110millionurls\01.txt	1209534
coop.ar	coop.ar	C:\Users\PC\Downloads\top100110millionurls\01.txt	1210367
coop.br	coop.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1210368
coop.np	coop.np	C:\Users\PC\Downloads\top100110millionurls\01.txt	1210379
coop.py	coop.py	C:\Users\PC\Downloads\top100110millionurls\01.txt	1210381
couchpotatofries.org	couchpotatofries.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1212831
cprapid.com	cprapid.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1214369
cq.cn	cq.cn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1214542
cr.it	cr.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1214737
craft.me	craft.me	C:\Users\PC\Downloads\top100110millionurls\01.txt	1214870
cranky.jp	cranky.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1215095
crap.jp	crap.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1215106
crd.co	crd.co	C:\Users\PC\Downloads\top100110millionurls\01.txt	1215511
cremona.it	cremona.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1216459
cri.nz	cri.nz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1216697
crimea.ua	crimea.ua	C:\Users\PC\Downloads\top100110millionurls\01.txt	1216895
crotone.it	crotone.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1217869
cs.in	cs.in	C:\Users\PC\Downloads\top100110millionurls\01.txt	1219264
cs.it	cs.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1219266
csb.app	csb.app	C:\Users\PC\Downloads\top100110millionurls\01.txt	1219376
csx.cc	csx.cc	C:\Users\PC\Downloads\top100110millionurls\01.txt	1220285
ct.it	ct.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1220331
ct.us	ct.us	C:\Users\PC\Downloads\top100110millionurls\01.txt	1220336
ctfcloud.net	ctfcloud.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1220534
cuiaba.br	cuiaba.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1221883
cuneo.it	cuneo.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1222307
curitiba.br	curitiba.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1222684
cv.ua	cv.ua	C:\Users\PC\Downloads\top100110millionurls\01.txt	1223577
cx.ua	cx.ua	C:\Users\PC\Downloads\top100110millionurls\01.txt	1224112
cyon.link	cyon.link	C:\Users\PC\Downloads\top100110millionurls\01.txt	1225268
cyon.site	cyon.site	C:\Users\PC\Downloads\top100110millionurls\01.txt	1225270
cz.it	cz.it	C:\Users\PC\Downloads\top100110millionurls\01.txt	1225473
czeladz.pl	czeladz.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1225577
czest.pl	czest.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1225580
daa.jp	daa.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1226206
dagestan.ru	dagestan.ru	C:\Users\PC\Downloads\top100110millionurls\01.txt	1226998
dagestan.su	dagestan.su	C:\Users\PC\Downloads\top100110millionurls\01.txt	1226999
damnserver.com	damnserver.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1228434
danang.vn	danang.vn	C:\Users\PC\Downloads\top100110millionurls\01.txt	1228567
dattolocal.com	dattolocal.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1231687
dattolocal.net	dattolocal.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1231688
dattoweb.com	dattoweb.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1231691
ddns.me	ddns.me	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233700
ddns.net	ddns.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233705
ddnsfree.com	ddnsfree.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233735
ddnsgeek.com	ddnsgeek.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233737
ddnsguru.com	ddnsguru.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233740
ddnsking.com	ddnsking.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233747
ddnss.de	ddnss.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233757
ddnss.org	ddnss.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233760
ddnssec.de	ddnssec.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233761
de.com	de.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233971
de.cool	de.cool	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233972
de.us	de.us	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233986
debian.net	debian.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1234575
deca.jp	deca.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1234705
deci.jp	deci.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1234880
dedibox.fr	dedibox.fr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1235236
dedyn.io	dedyn.io	C:\Users\PC\Downloads\top100110millionurls\01.txt	1235306
def.br	def.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1235695
definima.net	definima.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1235907
demon.nl	demon.nl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1237596
deno-staging.dev	deno-staging.dev	C:\Users\PC\Downloads\top100110millionurls\01.txt	1237934
deno.dev	deno.dev	C:\Users\PC\Downloads\top100110millionurls\01.txt	1237936
dep.no	dep.no	C:\Users\PC\Downloads\top100110millionurls\01.txt	1238263
des.br	des.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1238853
desa.id	desa.id	C:\Users\PC\Downloads\top100110millionurls\01.txt	1238861
deta.app	deta.app	C:\Users\PC\Downloads\top100110millionurls\01.txt	1239857
deta.dev	deta.dev	C:\Users\PC\Downloads\top100110millionurls\01.txt	1239859
dev.br	dev.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1240348
df.gov.br	df.gov.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1241474
dfirma.pl	dfirma.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1241618
diadem.cloud	diadem.cloud	C:\Users\PC\Downloads\top100110millionurls\01.txt	1242610
discordsays.com	discordsays.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1248035
discordsez.com	discordsez.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1248037
discourse.group	discourse.group	C:\Users\PC\Downloads\top100110millionurls\01.txt	1248145
discourse.team	discourse.team	C:\Users\PC\Downloads\top100110millionurls\01.txt	1248147
diskstation.me	diskstation.me	C:\Users\PC\Downloads\top100110millionurls\01.txt	1248503
diskussionsbereich.de	diskussionsbereich.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1248512
ditchyourip.com	ditchyourip.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1249026
dix.asia	dix.asia	C:\Users\PC\Downloads\top100110millionurls\01.txt	1249483
dkonto.pl	dkonto.pl	C:\Users\PC\Downloads\top100110millionurls\01.txt	1250191
dn.ua	dn.ua	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251266
dns-cloud.net	dns-cloud.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251590
dns-dynamic.net	dns-dynamic.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251597
dnsabr.com	dnsabr.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251764
dnsalias.com	dnsalias.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251769
dnsalias.net	dnsalias.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251770
dnsalias.org	dnsalias.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251771
dnsdojo.com	dnsdojo.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251830
dnsdojo.net	dnsdojo.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251831
dnsdojo.org	dnsdojo.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251832
dnsfor.me	dnsfor.me	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251872
dnshome.de	dnshome.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251904
dnsiskinky.com	dnsiskinky.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251932
dnsup.net	dnsup.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1252078
does-it.net	does-it.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1253289
doesntexist.com	doesntexist.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1253298
doesntexist.org	doesntexist.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1253299
dojin.com	dojin.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1253744
donetsk.ua	donetsk.ua	C:\Users\PC\Downloads\top100110millionurls\01.txt	1255197
dontexist.com	dontexist.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1255491
dontexist.net	dontexist.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1255492
dontexist.org	dontexist.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1255493
doomdns.com	doomdns.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1255753
doomdns.org	doomdns.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1255754
dopaas.com	dopaas.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1255907
dp.ua	dp.ua	C:\Users\PC\Downloads\top100110millionurls\01.txt	1257935
dr.tr	dr.tr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1258405
drayddns.com	drayddns.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1259175
dreamhosters.com	dreamhosters.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1259486
drr.ac	drr.ac	C:\Users\PC\Downloads\top100110millionurls\01.txt	1261681
dscloud.biz	dscloud.biz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1262209
dscloud.me	dscloud.me	C:\Users\PC\Downloads\top100110millionurls\01.txt	1262210
dscloud.mobi	dscloud.mobi	C:\Users\PC\Downloads\top100110millionurls\01.txt	1262211
dsmynas.com	dsmynas.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1262451
dsmynas.net	dsmynas.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1262452
dsmynas.org	dsmynas.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1262453
duckdns.org	duckdns.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1263444
dvrcam.info	dvrcam.info	C:\Users\PC\Downloads\top100110millionurls\01.txt	1264925
dvrdns.org	dvrdns.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1264929
dy.fi	dy.fi	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265380
dyn-ip24.de	dyn-ip24.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265535
dyn-o-saur.com	dyn-o-saur.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265536
dynalias.com	dynalias.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265573
dynalias.net	dynalias.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265574
dynalias.org	dynalias.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265575
dynathome.net	dynathome.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265755
dyndns-at-home.com	dyndns-at-home.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265781
dyndns-at-work.com	dyndns-at-work.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265782
dyndns-blog.com	dyndns-blog.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265783
dyndns-free.com	dyndns-free.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265784
dyndns-home.com	dyndns-home.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265785
dyndns-ip.com	dyndns-ip.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265786
dyndns-mail.com	dyndns-mail.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265788
dyndns-office.com	dyndns-office.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265789
dyndns-pics.com	dyndns-pics.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265790
dyndns-remote.com	dyndns-remote.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265791
dyndns-server.com	dyndns-server.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265792
dyndns-web.com	dyndns-web.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265793
dyndns-work.com	dyndns-work.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265794
dyndns.biz	dyndns.biz	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265797
dyndns.info	dyndns.info	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265803
dyndns.org	dyndns.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265806
dyndns.tv	dyndns.tv	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265808
dyndns.ws	dyndns.ws	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265809
dyndns1.de	dyndns1.de	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265810
dynns.com	dynns.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265843
dynserv.org	dynserv.org	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265860
dynu.net	dynu.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265877
dynuddns.com	dynuddns.com	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265878
dynuddns.net	dynuddns.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265879
dynv6.net	dynv6.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265883
east-kazakhstan.su	east-kazakhstan.su	C:\Users\PC\Downloads\top100110millionurls\01.txt	1268412
easypanel.host	easypanel.host	C:\Users\PC\Downloads\top100110millionurls\01.txt	1269225
eating-organic.net	eating-organic.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1269616
eco.br	eco.br	C:\Users\PC\Downloads\top100110millionurls\01.txt	1271511
ed.ao	ed.ao	C:\Users\PC\Downloads\top100110millionurls\01.txt	1272484
ed.cr	ed.cr	C:\Users\PC\Downloads\top100110millionurls\01.txt	1272486
ed.jp	ed.jp	C:\Users\PC\Downloads\top100110millionurls\01.txt	1272488
edgecompute.app	edgecompute.app	C:\Users\PC\Downloads\top100110millionurls\01.txt	1272990
edgekey-staging.net	edgekey-staging.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1273032
edgekey.net	edgekey.net	C:\Users\PC\Downloads\top100110millionurls\01.txt	1273034
edgestack.me	edgestack.me	C:\Users\PC\Downloads\top100110millionurls\01.txt	1273090
