reason	source	line	original
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1132485	blogspot.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1132552	blogsyte.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1133264	bluebite.io
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1134588	bmoattachments.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1134997	bn.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1135333	bnr.la
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1135426	bo.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1136916	boldlygoingnowhere.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1136975	boleslawiec.pl
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1137041	bolivia.bo
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1137141	bologna.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1137194	bolt.hu
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1137268	bolzano.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1137417	bona.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1138331	boo.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1139964	boomla.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1141614	bounceme.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1141817	boutir.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1142014	box.ca
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1142260	boy.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1142603	bplaced.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1142604	bplaced.de
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1142605	bplaced.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1142911	br.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1142918	br.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1143918	brasilia.me
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1144796	brescia.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1146571	broke-it.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1147115	browsersafetymark.io
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1147533	bryansk.su
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1147638	bs.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1147725	bsb.br
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1148092	bss.design
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1148244	bt.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1148948	bubbleapps.io
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1150064	builtwithdark.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1150111	bukhara.su
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1150567	bumbleshrimp.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1151438	busan.kr
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1152612	buyshop.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1152613	buyshouses.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1153638	bydgoszcz.pl
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1154246	bytom.pl
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1154325	bz.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1154913	c66.me
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1155094	ca.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1155097	ca.us
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1155271	cable-modem.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1156064	cafjs.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1156119	cagliari.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1156509	calabria.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1157360	caltanissetta.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1157720	camdvr.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1158110	campania.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1158205	campinas.br
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1159312	candypop.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1159769	canva-apps.cn
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1159770	canva-apps.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1162723	carrd.co
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1163549	casacam.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1163868	caserta.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1169790	catania.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1170284	catholic.edu.au
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1170774	caxias.br
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1171483	cb.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1171694	cbg.ru
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1172164	cc.ua
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1172608	cci.fr
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1174406	cdn77-storage.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1175874	ce.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1175986	cechire.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1178807	cf-ipfs.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1179134	cfolks.pl
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1179648	ch.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1180039	chambagri.fr
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1180672	channelsdvr.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1183523	cherkassy.ua
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1183536	chernigov.ua
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1183538	chernivtsi.ua
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1183541	chernovtsy.ua
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1183975	chiba.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1184048	chicappa.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1184260	chieti.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1184606	chimkent.su
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1185224	chips.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1185307	chirurgiens-dentistes-en-france.fr
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1185308	chirurgiens-dentistes.fr
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1186561	chu.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1187030	ciao.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1187349	cieszyn.pl
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1187577	cim.br
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1188782	ciscofreak.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1190273	ck.ua
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1190462	cl.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1190627	clan.rip
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1192301	cleverapps.io
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194377	cloud.goog
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194473	cloudaccess.host
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194475	cloudaccess.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194507	cloudapp.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194895	cloudflare-ipfs.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194904	cloudflare.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194972	cloudfront.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1194978	cloudfunctions.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195124	cloudjiffy.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195309	cloudns.asia
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195310	cloudns.be
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195311	cloudns.biz
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195312	cloudns.cc
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195313	cloudns.ch
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195314	cloudns.cl
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195315	cloudns.club
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195317	cloudns.cx
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195318	cloudns.eu
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195319	cloudns.info
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195322	cloudns.nz
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195323	cloudns.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195324	cloudns.ph
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195325	cloudns.pro
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195326	cloudns.pw
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195328	cloudns.us
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195545	cloudsite.builders
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1195789	cloudycluster.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1196155	club.tw
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1197940	cn.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1197945	cn.in
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1197946	cn.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1197951	cn.ua
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1198701	cnt.br
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1198907	co.za
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1199809	codeberg.page
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1200145	codespot.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1202127	collegefan.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1203078	com.de
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1203081	com.ru
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1204324	community-pro.de
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1204325	community-pro.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1204439	como.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1209534	convex.cloud
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1210367	coop.ar
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1210368	coop.br
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1210379	coop.np
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1210381	coop.py
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1212831	couchpotatofries.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1214369	cprapid.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1214542	cq.cn
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1214737	cr.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1214870	craft.me
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1215095	cranky.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1215106	crap.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1215511	crd.co
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1216459	cremona.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1216697	cri.nz
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1216895	crimea.ua
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1217869	crotone.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1219264	cs.in
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1219266	cs.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1219376	csb.app
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1220285	csx.cc
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1220331	ct.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1220336	ct.us
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1220534	ctfcloud.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1221883	cuiaba.br
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1222307	cuneo.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1222684	curitiba.br
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1223577	cv.ua
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1224112	cx.ua
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1225268	cyon.link
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1225270	cyon.site
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1225473	cz.it
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1225577	czeladz.pl
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1225580	czest.pl
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1226206	daa.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1226998	dagestan.ru
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1226999	dagestan.su
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1228434	damnserver.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1228567	danang.vn
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1231687	dattolocal.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1231688	dattolocal.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1231691	dattoweb.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233700	ddns.me
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233705	ddns.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233735	ddnsfree.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233737	ddnsgeek.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233740	ddnsguru.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233747	ddnsking.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233757	ddnss.de
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233760	ddnss.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233761	ddnssec.de
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233971	de.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233972	de.cool
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1233986	de.us
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1234575	debian.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1234705	deca.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1234880	deci.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1235236	dedibox.fr
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1235306	dedyn.io
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1235695	def.br
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1235907	definima.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1237596	demon.nl
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1237934	deno-staging.dev
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1237936	deno.dev
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1238263	dep.no
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1238853	des.br
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1238861	desa.id
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1239857	deta.app
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1239859	deta.dev
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1240348	dev.br
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1241618	dfirma.pl
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1242610	diadem.cloud
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1248035	discordsays.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1248037	discordsez.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1248145	discourse.group
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1248147	discourse.team
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1248503	diskstation.me
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1248512	diskussionsbereich.de
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1249026	ditchyourip.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1249483	dix.asia
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1250191	dkonto.pl
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251266	dn.ua
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251590	dns-cloud.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251597	dns-dynamic.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251764	dnsabr.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251769	dnsalias.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251770	dnsalias.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251771	dnsalias.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251830	dnsdojo.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251831	dnsdojo.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251832	dnsdojo.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251872	dnsfor.me
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251904	dnshome.de
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1251932	dnsiskinky.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1252078	dnsup.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1253289	does-it.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1253298	doesntexist.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1253299	doesntexist.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1253744	dojin.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1255197	donetsk.ua
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1255491	dontexist.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1255492	dontexist.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1255493	dontexist.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1255753	doomdns.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1255754	doomdns.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1255907	dopaas.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1257935	dp.ua
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1258405	dr.tr
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1259175	drayddns.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1259486	dreamhosters.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1261681	drr.ac
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1262209	dscloud.biz
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1262210	dscloud.me
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1262211	dscloud.mobi
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1262451	dsmynas.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1262452	dsmynas.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1262453	dsmynas.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1263444	duckdns.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1264925	dvrcam.info
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1264929	dvrdns.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265380	dy.fi
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265535	dyn-ip24.de
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265536	dyn-o-saur.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265573	dynalias.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265574	dynalias.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265575	dynalias.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265755	dynathome.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265781	dyndns-at-home.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265782	dyndns-at-work.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265783	dyndns-blog.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265784	dyndns-free.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265785	dyndns-home.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265786	dyndns-ip.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265788	dyndns-mail.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265789	dyndns-office.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265790	dyndns-pics.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265791	dyndns-remote.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265792	dyndns-server.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265793	dyndns-web.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265794	dyndns-work.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265797	dyndns.biz
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265803	dyndns.info
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265806	dyndns.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265808	dyndns.tv
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265809	dyndns.ws
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265810	dyndns1.de
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265843	dynns.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265860	dynserv.org
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265877	dynu.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265878	dynuddns.com
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265879	dynuddns.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1265883	dynv6.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1268412	east-kazakhstan.su
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1269225	easypanel.host
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1269616	eating-organic.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1271511	eco.br
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1272484	ed.ao
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1272486	ed.cr
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1272488	ed.jp
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1272990	edgecompute.app
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1273032	edgekey-staging.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1273034	edgekey.net
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1273090	edgestack.me
public-suffix-only	C:\Users\PC\Downloads\top100110millionurls\01.txt	1273092	edgesuite.net
