"hostname"	"firstClassification"	"secondClassification"	"firstDnsStatus"	"secondDnsStatus"	"firstHttpStatus"	"firstHttpsStatus"	"secondHttpStatus"	"secondHttpsStatus"	"firstFinalHostname"	"secondFinalHostname"	"decision"
"gorizia.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gorizia.it"	"gorizia.it"	"repeatedly-not-resolved"
"gorlice.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gorlice.pl"	"gorlice.pl"	"repeatedly-not-resolved"
"gos.pk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gos.pk"	"gos.pk"	"repeatedly-not-resolved"
"gouv.ci"	"dns-only"	"dns-only"	"resolved"	"resolved"	"301"	"0"	"301"	"0"	"gouv.ci"	"gouv.ci"	"operational-evidence"
"gouv.fr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gouv.fr"	"gouv.fr"	"repeatedly-not-resolved"
"gouv.ht"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gouv.ht"	"gouv.ht"	"repeatedly-not-resolved"
"gouv.ml"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gouv.ml"	"gouv.ml"	"repeatedly-not-resolved"
"gouv.sn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gouv.sn"	"gouv.sn"	"repeatedly-not-resolved"
"gov.ar"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.ar"	"gov.ar"	"repeatedly-not-resolved"
"gov.au"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.au"	"gov.au"	"repeatedly-not-resolved"
"gov.az"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.az"	"gov.az"	"repeatedly-not-resolved"
"gov.bb"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.bb"	"gov.bb"	"repeatedly-not-resolved"
"gov.bd"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.bd"	"gov.bd"	"repeatedly-not-resolved"
"gov.bm"	"dns-only"	"dns-only"	"resolved"	"resolved"	"301"	"0"	"301"	"0"	"gov.bm"	"gov.bm"	"operational-evidence"
"gov.bt"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"gov.bt"	"gov.bt"	"inconclusive"
"gov.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.cn"	"gov.cn"	"repeatedly-not-resolved"
"gov.co"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.co"	"gov.co"	"repeatedly-not-resolved"
"gov.cz"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"gov.cz"	"gov.cz"	"inconclusive"
"gov.dm"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.dm"	"gov.dm"	"repeatedly-not-resolved"
"gov.ge"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"gov.ge"	"gov.ge"	"inconclusive"
"gov.gr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.gr"	"gov.gr"	"repeatedly-not-resolved"
"gov.gy"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.gy"	"gov.gy"	"repeatedly-not-resolved"
"gov.hk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.hk"	"gov.hk"	"repeatedly-not-resolved"
"gov.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.in"	"gov.in"	"repeatedly-not-resolved"
"gov.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.it"	"gov.it"	"repeatedly-not-resolved"
"gov.kn"	"dns-only"	"dns-only"	"resolved"	"resolved"	"301"	"0"	"301"	"0"	"gov.kn"	"gov.kn"	"operational-evidence"
"gov.kz"	"dns-only"	"dns-only"	"resolved"	"resolved"	"301"	"0"	"301"	"0"	"gov.kz"	"gov.kz"	"operational-evidence"
"gov.lk"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"gov.lk"	"gov.lk"	"inconclusive"
"gov.lr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.lr"	"gov.lr"	"repeatedly-not-resolved"
"gov.ls"	"dns-only"	"dns-only"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"gov.ls"	"gov.ls"	"repeatedly-dns-only"
"gov.mk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.mk"	"gov.mk"	"repeatedly-not-resolved"
"gov.mu"	"dns-only"	"dns-only"	"resolved"	"resolved"	"302"	"0"	"302"	"0"	"gov.mu"	"gov.mu"	"operational-evidence"
"gov.mv"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"gov.mv"	"gov.mv"	"inconclusive"
"gov.my"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.my"	"gov.my"	"repeatedly-not-resolved"
"gov.na"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"gov.na"	"gov.na"	"inconclusive"
"gov.nl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.nl"	"gov.nl"	"repeatedly-not-resolved"
"gov.om"	"dns-only"	"dns-only"	"resolved"	"resolved"	"308"	"0"	"308"	"0"	"gov.om"	"gov.om"	"operational-evidence"
"gov.ph"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.ph"	"gov.ph"	"repeatedly-not-resolved"
"gov.pk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.pk"	"gov.pk"	"repeatedly-not-resolved"
"gov.pw"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.pw"	"gov.pw"	"repeatedly-not-resolved"
"gov.qa"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.qa"	"gov.qa"	"repeatedly-not-resolved"
"gov.sa"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.sa"	"gov.sa"	"repeatedly-not-resolved"
"gov.sc"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.sc"	"gov.sc"	"repeatedly-not-resolved"
"gov.sg"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"gov.sg"	"gov.sg"	"inconclusive"
"gov.sl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.sl"	"gov.sl"	"repeatedly-not-resolved"
"gov.sy"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.sy"	"gov.sy"	"repeatedly-not-resolved"
"gov.tr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.tr"	"gov.tr"	"repeatedly-not-resolved"
"gov.ua"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"gov.ua"	"gov.ua"	"inconclusive"
"gov.ug"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.ug"	"gov.ug"	"repeatedly-not-resolved"
"gov.vn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gov.vn"	"gov.vn"	"repeatedly-not-resolved"
"gov.za"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"gov.za"	"gov.za"	"inconclusive"
"govt.nz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"govt.nz"	"govt.nz"	"repeatedly-not-resolved"
"gr.com"	"dns-only"	"dns-only"	"resolved"	"resolved"	"302"	"0"	"302"	"0"	"gr.com"	"gr.com"	"operational-evidence"
"gr.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gr.it"	"gr.it"	"repeatedly-not-resolved"
"gr.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gr.jp"	"gr.jp"	"repeatedly-not-resolved"
"grafana-dev.net"	"dns-only"	"dns-only"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"grafana-dev.net"	"grafana-dev.net"	"repeatedly-dns-only"
"grajewo.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"grajewo.pl"	"grajewo.pl"	"repeatedly-not-resolved"
"greta.fr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"greta.fr"	"greta.fr"	"repeatedly-not-resolved"
"grimstad.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"grimstad.no"	"grimstad.no"	"repeatedly-not-resolved"
"grosseto.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"grosseto.it"	"grosseto.it"	"repeatedly-not-resolved"
"gru.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gru.br"	"gru.br"	"repeatedly-not-resolved"
"gs.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gs.cn"	"gs.cn"	"repeatedly-not-resolved"
"gsm.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gsm.pl"	"gsm.pl"	"repeatedly-not-resolved"
"gub.uy"	"temporarily-inconclusive"	"http-success"	"resolved"	"resolved"	"0"	"0"	"200"	"0"	"gub.uy"	"gub.uy"	"operational-evidence"
"gunma.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gunma.jp"	"gunma.jp"	"repeatedly-not-resolved"
"gv.ao"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gv.ao"	"gv.ao"	"repeatedly-not-resolved"
"gv.at"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gv.at"	"gv.at"	"repeatedly-not-resolved"
"gv.vc"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gv.vc"	"gv.vc"	"repeatedly-not-resolved"
"gwangju.kr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gwangju.kr"	"gwangju.kr"	"repeatedly-not-resolved"
"gx.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gx.cn"	"gx.cn"	"repeatedly-not-resolved"
"gz.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gz.cn"	"gz.cn"	"repeatedly-not-resolved"
"h.se"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"h.se"	"h.se"	"repeatedly-not-resolved"
"ha.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ha.cn"	"ha.cn"	"repeatedly-not-resolved"
"ha.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ha.no"	"ha.no"	"repeatedly-not-resolved"
"hakone.kanagawa.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hakone.kanagawa.jp"	"hakone.kanagawa.jp"	"repeatedly-not-resolved"
"halfmoon.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"halfmoon.jp"	"halfmoon.jp"	"repeatedly-not-resolved"
"hamar.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hamar.no"	"hamar.no"	"repeatedly-not-resolved"
"hammerfest.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hammerfest.no"	"hammerfest.no"	"repeatedly-not-resolved"
"hanam.vn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hanam.vn"	"hanam.vn"	"repeatedly-not-resolved"
"hanoi.vn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hanoi.vn"	"hanoi.vn"	"repeatedly-not-resolved"
"hasura.app"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hasura.app"	"hasura.app"	"repeatedly-not-resolved"
"hasura-app.io"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hasura-app.io"	"hasura-app.io"	"repeatedly-not-resolved"
"haugesund.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"haugesund.no"	"haugesund.no"	"repeatedly-not-resolved"
"hb.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hb.cn"	"hb.cn"	"repeatedly-not-resolved"
"he.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"he.cn"	"he.cn"	"repeatedly-not-resolved"
"health.nz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"health.nz"	"health.nz"	"repeatedly-not-resolved"
"heiyu.space"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"heiyu.space"	"heiyu.space"	"repeatedly-not-resolved"
"herad.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"herad.no"	"herad.no"	"repeatedly-not-resolved"
"hi.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hi.cn"	"hi.cn"	"repeatedly-not-resolved"
"hi.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hi.us"	"hi.us"	"repeatedly-not-resolved"
"hicam.net"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"hicam.net"	"hicam.net"	"inconclusive"
"hiroshima.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hiroshima.jp"	"hiroshima.jp"	"repeatedly-not-resolved"
"hitra.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hitra.no"	"hitra.no"	"repeatedly-not-resolved"
"hk.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hk.cn"	"hk.cn"	"repeatedly-not-resolved"
"hk.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hk.com"	"hk.com"	"repeatedly-not-resolved"
"hk.org"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hk.org"	"hk.org"	"repeatedly-not-resolved"
"hl.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hl.cn"	"hl.cn"	"repeatedly-not-resolved"
"hlx.page"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hlx.page"	"hlx.page"	"repeatedly-not-resolved"
"hn.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hn.cn"	"hn.cn"	"repeatedly-not-resolved"
"hokkaido.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hokkaido.jp"	"hokkaido.jp"	"repeatedly-not-resolved"
"hole.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hole.no"	"hole.no"	"repeatedly-not-resolved"
"home.arpa"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"home.arpa"	"home.arpa"	"repeatedly-not-resolved"
"home64.de"	"dns-only"	"dns-only"	"resolved"	"resolved"	"302"	"0"	"302"	"0"	"home64.de"	"home64.de"	"operational-evidence"
"home-webserver.de"	"dns-only"	"dns-only"	"resolved"	"resolved"	"301"	"0"	"301"	"0"	"home-webserver.de"	"home-webserver.de"	"operational-evidence"
"hopto.me"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"hopto.me"	"hopto.me"	"inconclusive"
"horten.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"horten.no"	"horten.no"	"repeatedly-not-resolved"
"hosting-cluster.nl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hosting-cluster.nl"	"hosting-cluster.nl"	"repeatedly-not-resolved"
"hs.kr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hs.kr"	"hs.kr"	"repeatedly-not-resolved"
"hstgr.cloud"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hstgr.cloud"	"hstgr.cloud"	"repeatedly-not-resolved"
"hvaler.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hvaler.no"	"hvaler.no"	"repeatedly-not-resolved"
"hyllestad.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hyllestad.no"	"hyllestad.no"	"repeatedly-not-resolved"
"hyogo.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"hyogo.jp"	"hyogo.jp"	"repeatedly-not-resolved"
"i.ng"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"i.ng"	"i.ng"	"repeatedly-not-resolved"
"i.ph"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"i.ph"	"i.ph"	"repeatedly-not-resolved"
"i.se"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"i.se"	"i.se"	"repeatedly-not-resolved"
"i234.me"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"i234.me"	"i234.me"	"repeatedly-not-resolved"
"ia.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ia.br"	"ia.br"	"repeatedly-not-resolved"
"ia.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ia.us"	"ia.us"	"repeatedly-not-resolved"
"ia.ve"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ia.ve"	"ia.ve"	"repeatedly-not-resolved"
"ibaraki.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ibaraki.jp"	"ibaraki.jp"	"repeatedly-not-resolved"
"ibxos.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ibxos.it"	"ibxos.it"	"repeatedly-not-resolved"
"id.au"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"id.au"	"id.au"	"repeatedly-not-resolved"
"id.ir"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"id.ir"	"id.ir"	"repeatedly-not-resolved"
"id.lv"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"id.lv"	"id.lv"	"repeatedly-not-resolved"
"id.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"id.us"	"id.us"	"repeatedly-not-resolved"
"id.vn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"id.vn"	"id.vn"	"repeatedly-not-resolved"
"idf.il"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"idf.il"	"idf.il"	"repeatedly-not-resolved"
"idrett.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"idrett.no"	"idrett.no"	"repeatedly-not-resolved"
"idv.hk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"idv.hk"	"idv.hk"	"repeatedly-not-resolved"
"idv.tw"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"idv.tw"	"idv.tw"	"repeatedly-not-resolved"
"if.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"if.ua"	"if.ua"	"repeatedly-not-resolved"
"il.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"il.us"	"il.us"	"repeatedly-not-resolved"
"ilawa.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ilawa.pl"	"ilawa.pl"	"repeatedly-not-resolved"
"iliadboxos.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"iliadboxos.it"	"iliadboxos.it"	"repeatedly-not-resolved"
"im.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"im.it"	"im.it"	"repeatedly-not-resolved"
"imb.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"imb.br"	"imb.br"	"repeatedly-not-resolved"
"imperia.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"imperia.it"	"imperia.it"	"repeatedly-not-resolved"
"in.net"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"in.net"	"in.net"	"repeatedly-not-resolved"
"in.rs"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"in.rs"	"in.rs"	"repeatedly-not-resolved"
"in.th"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"in.th"	"in.th"	"repeatedly-not-resolved"
"in.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"in.ua"	"in.ua"	"repeatedly-not-resolved"
"in.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"in.us"	"in.us"	"repeatedly-not-resolved"
"in-addr.arpa"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"in-addr.arpa"	"in-addr.arpa"	"repeatedly-not-resolved"
"incheon.kr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"incheon.kr"	"incheon.kr"	"repeatedly-not-resolved"
"ind.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ind.br"	"ind.br"	"repeatedly-not-resolved"
"ind.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ind.in"	"ind.in"	"repeatedly-not-resolved"
"independent-commission.uk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"independent-commission.uk"	"independent-commission.uk"	"repeatedly-not-resolved"
"independent-inquiry.uk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"independent-inquiry.uk"	"independent-inquiry.uk"	"repeatedly-not-resolved"
"independent-panel.uk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"independent-panel.uk"	"independent-panel.uk"	"repeatedly-not-resolved"
"independent-review.uk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"independent-review.uk"	"independent-review.uk"	"repeatedly-not-resolved"
"inderoy.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"inderoy.no"	"inderoy.no"	"repeatedly-not-resolved"
"inf.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"inf.br"	"inf.br"	"repeatedly-not-resolved"
"inf.cu"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"inf.cu"	"inf.cu"	"repeatedly-not-resolved"
"inf.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"inf.ua"	"inf.ua"	"repeatedly-not-resolved"
"info.az"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"info.az"	"info.az"	"repeatedly-not-resolved"
"info.bd"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"info.bd"	"info.bd"	"repeatedly-not-resolved"
"info.bo"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"info.bo"	"info.bo"	"repeatedly-not-resolved"
"info.ec"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"info.ec"	"info.ec"	"repeatedly-not-resolved"
"info.hu"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"info.hu"	"info.hu"	"repeatedly-not-resolved"
"info.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"info.in"	"info.in"	"repeatedly-not-resolved"
"info.ke"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"info.ke"	"info.ke"	"repeatedly-not-resolved"
"info.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"info.pl"	"info.pl"	"repeatedly-not-resolved"
"info.ro"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"info.ro"	"info.ro"	"repeatedly-not-resolved"
"info.tn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"info.tn"	"info.tn"	"repeatedly-not-resolved"
"info.tr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"info.tr"	"info.tr"	"repeatedly-not-resolved"
"info.ve"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"info.ve"	"info.ve"	"repeatedly-not-resolved"
"info.vn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"info.vn"	"info.vn"	"repeatedly-not-resolved"
"ingatlan.hu"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ingatlan.hu"	"ingatlan.hu"	"repeatedly-not-resolved"
"int.ar"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"int.ar"	"int.ar"	"repeatedly-not-resolved"
"int.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"int.in"	"int.in"	"repeatedly-not-resolved"
"int.la"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"int.la"	"int.la"	"repeatedly-not-resolved"
"int.ru"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"int.ru"	"int.ru"	"inconclusive"
